عبد المجيد النجار,464,قائمة حركة النهضة
بسمة الجبالي,464,قائمة حركة النهضة
صلاح الدين لهيبة,464,قائمة حركة النهضة
هاجر منيفي,464,قائمة حركة النهضة
نفطي المحظي,464,قائمة حركة النهضة
سليم بن حميدان,446,قائمة حزب المؤتمر من أجل الجمهورية
سميرة  مرعي,401,قائمة حزب آفاق تونس
سعيد خرشوفي,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
محمد الحامدي,137,قائمة الحزب الديمقراطي التقدمي
