حافظ إبراهيم الأسود,464,قائمة حركة النهضة
كوثر الأدغم,464,قائمة حركة النهضة
محمد شفيق زرقين,355,قائمة الوفاء للشهداء
أزاد بادي,446,قائمة حزب المؤتمر من أجل الجمهورية
