حبيب خضر,464,قائمة حركة النهضة
آمال عزوز,464,قائمة حركة النهضة
عبد القادر القادري,464,قائمة حركة النهضة
دليلة بوعين,464,قائمة حركة النهضة
نوفل الغريبي,446,قائمة حزب المؤتمر من أجل الجمهورية
فؤاد ثامر,566,قائمة من أجل جبهة وطنية تونسية
مولدي الزيدي,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
