محمد سعيدي,464,قائمة حركة النهضة
نبيلة العسكري السنوسي,464,قائمة حركة النهضة
أيمن الزواغي,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
شكري القسطلّي,137,قائمة الحزب الديمقراطي التقدمي
علي بالشريفة,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
ربيع العابدي,446,قائمة حزب المؤتمر من أجل الجمهورية
