محمد حامدي,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
فايزة كدوسي,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
حسني بدري,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
محمد تليلي,464,قائمة حركة النهضة
بية جوادي,464,قائمة حركة النهضة
محمد الطاهر إيلاه,286,قائمة المستقل
محمد براهمي,386,قائمة حركة الشعب
حمد خصخوصي,382,قائمة حركة الديمقراطيين الاشتراكيين
