أحمد المشرقي,464,قائمة حركة النهضة
سناء مرسني,464,قائمة حركة النهضة
أنور مرزوقي,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
سعيد مشيشي,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
رابح الخرايفي,137,قائمة الحزب الديمقراطي التقدمي
ضمير المناعي,446,قائمة حزب المؤتمر من أجل الجمهورية
وسام ياسين,330,قائمة النضال الاجتماعي
منجي الرحوي,394,قائمة حركة الوطنيون الديمقراطيون
