حبيب اللوز,464,قائمة حركة النهضة
كلثوم بدر الدين,464,قائمة حركة النهضة
بدر الدين عبد الكافي,464,قائمة حركة النهضة
حبيبة التريكي,464,قائمة حركة النهضة
عبد الوهاب معطر,446,قائمة حزب المؤتمر من أجل الجمهورية
معز كمون,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
صلاح الدين الزحاف,506,قائمة صوت المستقل
جلال بوزيد,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
شكري يعيش,401,قائمة حزب آفاق تونس
