عبد الباسط بن الشيخ,464,قائمة حركة النهضة
لطيفة حباشي,464,قائمة حركة النهضة
محسن الكعبي,464,قائمة حركة النهضة
عبد الرؤوف العيادي,446,قائمة حزب المؤتمر من أجل الجمهورية
عبد الرحمان الأدغم,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
عبد الرزاق خلولي,136,قائمة الحزب الدستوري الجديد
علي حويجي,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
