هادي بن ابراهم,464,قائمة حركة النهضة
نجيبة  بريول,464,قائمة حركة النهضة
عبد العزيز شعبان,464,قائمة حركة النهضة
جلال فرحات,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
فاضل الوج,447,قائمة حزب المبادرة
رفيق التليلي,446,قائمة حزب المؤتمر من أجل الجمهورية
ريم محجوب,401,قائمة حزب آفاق تونس
محمد لطفي بن مصباح,435,قائمة حزب العدالة والمساواة
