عماد الحمامي,464,قائمة حركة النهضة
صالحة بن عيشة,464,قائمة حركة النهضة
محمد المنصف المرزوقي,446,قائمة حزب المؤتمر من أجل الجمهورية
فاطمة الغربي,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
منصف شارني,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
محمود بارود,137,قائمة الحزب الديمقراطي التقدمي
