عامر الأعريض,464,قائمة حركة النهضة
محرزية الصغير العبيدي,464,قائمة حركة النهضة
عماد الدائمي,446,قائمة حزب المؤتمر من أجل الجمهورية
سليم بن عبد السلام,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
نادية شعبان,259,قائمة القطب الديمقراطي الحداثي
