عبد اللطيف المكي,464,قائمة حركة النهضة
منيرة عمري,464,قائمة حركة النهضة
حاتم الكلاعي,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
محمد نجيب الحسني,64,قائمة الأمل
طارق العبيدي,446,قائمة حزب المؤتمر من أجل الجمهورية
عبد القادر بن خميس,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
