محمد الحبيب مرزوقي,464,قائمة حركة النهضة
يمينة الزغلامي,464,قائمة حركة النهضة
كريم الهاروني,464,قائمة حركة النهضة
هاجر عزيز,464,قائمة حركة النهضة
مصطفى بن جعفر,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
سمير بن عمر,446,قائمة حزب المؤتمر من أجل الجمهورية
محمد المنصف شيخ روحه,137,قائمة الحزب الديمقراطي التقدمي
سمير الطيب,259,قائمة القطب الديمقراطي الحداثي
هشام حسني,455,قائمة حزب النضال التقدمي
