محمد بن سالم,464,قائمة حركة النهضة
نبيهة ترجمان,464,قائمة حركة النهضة
جديدي السبوعي,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
قيس مختار,137,قائمة الحزب الديمقراطي التقدمي
ناصر إبراهمي,446,قائمة حزب المؤتمر من أجل الجمهورية
