صحبي العتيق,464,قائمة حركة النهضة
آمال غويل,464,قائمة حركة النهضة
فرجاني الدغمان,464,قائمة حركة النهضة
مولدي الرياحي,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
عبد العزيز القطي,446,قائمة حزب المؤتمر من أجل الجمهورية
محمد العربي فاضل موسى,259,قائمة القطب الديمقراطي الحداثي
عصام الشابي,137,قائمة الحزب الديمقراطي التقدمي
كريم بوعبدلي,444,قائمة الحزب الليبرالي المغاربي
