وليد بناني,464,قائمة حركة النهضة
خيرة صغيري,464,قائمة حركة النهضة
فرح النصيبي,464,قائمة حركة النهضة
ربيعة نجلاوي,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
محمد نصري,446,قائمة حزب المؤتمر من أجل الجمهورية
كمال السعداوي,382,قائمة حركة الديمقراطيين الاشتراكيين
محمد الناجي غرسلي,137,قائمة الحزب الديمقراطي التقدمي
مبروك الحريزي,348,قائمة الوفاء 
