المعز ابن الحاج رحومة,464,قائمة حركة النهضة
سناء الحداد,464,قائمة حركة النهضة
محمد المحرزي عبو,446,قائمة حزب المؤتمر من أجل الجمهورية
عبد اللطيف عبيد,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
طارق بوعزيز,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
نعمان الفهري,401,قائمة حزب آفاق تونس
نجلاء بوريال الصيد,137,قائمة الحزب الديمقراطي التقدمي
