عادل بن عطية,464,قائمة حركة النهضة
سامية الفرشيشي,464,قائمة حركة النهضة
شكري العرفاوي,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
نور الدين المرابطي,96,قائمة الاتحاد الوطني الحر
حطاب بركاتي,437,قائمة حزب العمال الشيوعي التونسي (البديل الثوري)
إياد الدهماني,137,قائمة الحزب الديمقراطي التقدمي
