ناجي الجمل,464,قائمة حركة النهضة
دليلة الببة,464,قائمة حركة النهضة
هادي عباس,446,قائمة حزب المؤتمر من أجل الجمهورية
كريمة سويد,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
محمد الماي,137,قائمة الحزب الديمقراطي التقدمي
