نجيب مراد,464,قائمة حركة النهضة
سنية تومية,464,قائمة حركة النهضة
منير بن هنية,464,قائمة حركة النهضة
هادي الشاوش,447,قائمة حزب المبادرة
أميرة مرزوق,447,قائمة حزب المبادرة
أزهر الشملي,446,قائمة حزب المؤتمر من أجل الجمهورية
جمال طوير,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
محمد عبد المنعم كرير,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
إبراهيم حامدي,410,قائمة حزب الأمة الثقافي الوحدوي
