محمد محمد بن صالح ,464,قائمة حركة النهضة
جوهرة التيس,464,قائمة حركة النهضة
علي فارس,464,قائمة حركة النهضة
سعد بوعيش,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
