محمود قويعة,464,قائمة حركة النهضة
فريدة عبيدي,464,قائمة حركة النهضة
أحمد سميعي,464,قائمة حركة النهضة
مفيدة مرزوقي,464,قائمة حركة النهضة
رمضان دغماني,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
ريم ثايري,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
نزار مخلوفي,446,قائمة حزب المؤتمر من أجل الجمهورية
محمد هرقام,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
فتحي اللطيف,437,قائمة حزب العمال الشيوعي التونسي (البديل الثوري)
