بشير شمام,464,قائمة حركة النهضة
منية القصري,464,قائمة حركة النهضة
عمر الشتوي,446,قائمة حزب المؤتمر من أجل الجمهورية
حسناء مرسيط,446,قائمة حزب المؤتمر من أجل الجمهورية
إبراهيم قصاص,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
