منصف بن سالم,464,قائمة حركة النهضة
فطوم الأسود,464,قائمة حركة النهضة
كمال عمّار,464,قائمة حركة النهضة
محمد الكراي الجربي,446,قائمة حزب المؤتمر من أجل الجمهورية
حنان الساسي,500,قائمة العريضة الشعبية للحرية والعدالة والتنمية
جمال القرقوري,430,قائمة حزب التكتل الديمقراطي من أجل العمل والحريات
أحمد السافي,437,قائمة حزب العمال الشيوعي التونسي (البديل الثوري)
